SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide200stretch,9-Stretch,8.400,98.863,0.861,-1.821
lightguide200stretch,9-Hold,8.500,98.879,0.877,-1.766
lightguide200stretch,9-Hold,8.700,98.879,0.877,-1.821
lightguide200stretch,9-Hold,8.900,98.879,0.877,-1.766
lightguide200stretch,10-Stretch,9.000,98.881,0.879,-1.766
lightguide200stretch,10-Stretch,9.200,98.921,0.919,-1.821
lightguide200stretch,10-Stretch,9.400,98.96,0.958,-1.766
lightguide200stretch,10-Hold,9.500,98.976,0.974,-1.710
lightguide200stretch,10-Hold,9.700,98.976,0.974,-1.710
lightguide200stretch,10-Hold,9.900,98.976,0.974,-1.821
lightguide200stretch,11-Stretch,10.000,98.979,0.977,-1.654
lightguide200stretch,11-Stretch,10.200,99.018,1.016,-1.821
lightguide200stretch,11-Stretch,10.400,99.058,1.056,-1.710
lightguide200stretch,11-Hold,10.500,99.074,1.072,-1.766
lightguide200stretch,11-Hold,10.700,99.074,1.072,-1.710
lightguide200stretch,11-Hold,10.900,99.074,1.072,-1.710
lightguide200stretch,12-Stretch,11.000,99.077,1.075,-1.710
lightguide200stretch,12-Stretch,11.200,99.116,1.114,-1.710
lightguide200stretch,12-Stretch,11.400,99.156,1.154,-1.766
lightguide200stretch,12-Hold,11.500,99.172,1.17,-1.710
lightguide200stretch,12-Hold,11.700,99.172,1.17,-1.766
lightguide200stretch,12-Hold,11.900,99.172,1.17,-1.710
lightguide200stretch,13-Stretch,12.000,99.174,1.172,-1.766
lightguide200stretch,13-Stretch,12.200,99.214,1.212,-1.710
lightguide200stretch,13-Stretch,12.400,99.253,1.251,-1.710
lightguide200stretch,13-Hold,12.500,99.269,1.267,-1.710
lightguide200stretch,13-Hold,12.700,99.269,1.267,-1.710
lightguide200stretch,13-Hold,12.900,99.269,1.267,-1.766
lightguide200stretch,14-Stretch,13.000,99.272,1.27,-1.654
lightguide200stretch,14-Stretch,13.200,99.312,1.31,-1.766
lightguide200stretch,14-Stretch,13.400,99.351,1.349,-1.654
lightguide200stretch,14-Hold,13.500,99.367,1.365,-1.710
lightguide200stretch,14-Hold,13.700,99.367,1.365,-1.654
lightguide200stretch,14-Hold,13.900,99.367,1.365,-1.654
lightguide200stretch,15-Stretch,14.000,99.37,1.368,-1.654
lightguide200stretch,15-Stretch,14.200,99.409,1.407,-1.654
lightguide200stretch,15-Stretch,14.400,99.449,1.447,-1.710
lightguide200stretch,15-Hold,14.500,99.465,1.463,-1.654
lightguide200stretch,15-Hold,14.700,99.465,1.463,-1.710
lightguide200stretch,15-Hold,14.900,99.465,1.463,-1.654
lightguide200stretch,16-Stretch,15.000,99.467,1.465,-1.710
lightguide200stretch,16-Stretch,15.200,99.507,1.505,-1.710
lightguide200stretch,16-Stretch,15.400,99.546,1.544,-1.654
lightguide200stretch,16-Hold,15.500,99.562,1.56,-1.654
lightguide200stretch,16-Hold,15.700,99.562,1.56,-1.654
lightguide200stretch,16-Hold,15.900,99.562,1.56,-1.710
lightguide200stretch,17-Stretch,16.000,99.565,1.563,-1.599
lightguide200stretch,17-Stretch,16.200,99.605,1.603,-1.710
lightguide200stretch,17-Stretch,16.400,99.644,1.642,-1.654
lightguide200stretch,17-Hold,16.500,99.66,1.658,-1.654
lightguide200stretch,17-Hold,16.700,99.66,1.658,-1.654
lightguide200stretch,17-Hold,16.900,99.66,1.658,-1.654
lightguide200stretch,18-Stretch,17.000,99.663,1.661,-1.599
lightguide200stretch,18-Stretch,17.200,99.702,1.7,-1.710
lightguide200stretch,18-Stretch,17.400,99.742,1.74,-1.710
lightguide200stretch,18-Hold,17.500,99.758,1.756,-1.654
lightguide200stretch,18-Hold,17.700,99.758,1.756,-1.710
lightguide200stretch,18-Hold,17.900,99.758,1.756,-1.654
lightguide200stretch,19-Stretch,18.000,99.76,1.758,-1.654
lightguide200stretch,19-Stretch,18.200,99.8,1.798,-1.599
lightguide200stretch,19-Stretch,18.400,99.84,1.838,-1.654
lightguide200stretch,19-Hold,18.500,99.855,1.853,-1.599
lightguide200stretch,19-Hold,18.700,99.855,1.853,-1.654
lightguide200stretch,19-Hold,18.900,99.855,1.853,-1.654
lightguide200stretch,20-Stretch,19.000,99.858,1.856,-1.654
lightguide200stretch,20-Stretch,19.200,99.898,1.896,-1.654
lightguide200stretch,20-Stretch,19.400,99.937,1.935,-1.599
lightguide200stretch,20-Hold,19.500,99.953,1.951,-1.654
lightguide200stretch,20-Hold,19.700,99.953,1.951,-1.599
lightguide200stretch,20-Hold,19.900,99.953,1.951,-1.654
lightguide200stretch,21-Stretch,20.000,99.956,1.954,-1.599
lightguide200stretch,21-Stretch,20.200,99.995,1.993,-1.710
lightguide200stretch,21-Stretch,20.400,100.035,2.033,-1.654
lightguide200stretch,21-Hold,20.500,100.051,2.049,-1.654
lightguide200stretch,21-Hold,20.700,100.051,2.049,-1.654
lightguide200stretch,21-Hold,20.900,100.051,2.049,-1.599
lightguide200stretch,22-Stretch,21.000,100.053,2.051,-1.654
lightguide200stretch,22-Stretch,21.200,100.093,2.091,-1.599
lightguide200stretch,22-Stretch,21.400,100.133,2.131,-1.599
lightguide200stretch,22-Hold,21.500,100.148,2.146,-1.543
lightguide200stretch,22-Hold,21.700,100.148,2.146,-1.654
lightguide200stretch,22-Hold,21.900,100.148,2.146,-1.654
lightguide200stretch,23-Stretch,22.000,100.151,2.149,-1.599
lightguide200stretch,23-Stretch,22.200,100.191,2.189,-1.654
lightguide200stretch,23-Stretch,22.400,100.23,2.228,-1.599
lightguide200stretch,23-Hold,22.500,100.246,2.244,-1.599
lightguide200stretch,23-Hold,22.700,100.246,2.244,-1.599
lightguide200stretch,23-Hold,22.900,100.246,2.244,-1.654
lightguide200stretch,24-Stretch,23.000,100.249,2.247,-1.543
lightguide200stretch,24-Stretch,23.200,100.288,2.286,-1.654
lightguide200stretch,24-Stretch,23.400,100.328,2.326,-1.599
lightguide200stretch,24-Hold,23.500,100.344,2.342,-1.599
lightguide200stretch,24-Hold,23.700,100.344,2.342,-1.599
lightguide200stretch,24-Hold,23.900,100.344,2.342,-1.599
lightguide200stretch,25-Stretch,24.000,100.346,2.344,-1.599
lightguide200stretch,25-Stretch,24.200,100.386,2.384,-1.543
lightguide200stretch,25-Stretch,24.400,100.426,2.424,-1.599
lightguide200stretch,25-Hold,24.500,100.441,2.439,-1.543
lightguide200stretch,25-Hold,24.700,100.441,2.439,-1.599
lightguide200stretch,25-Hold,24.900,100.441,2.439,-1.543
lightguide200stretch,26-Stretch,25.000,100.444,2.442,-1.543
lightguide200stretch,26-Stretch,25.200,100.484,2.482,-1.543
lightguide200stretch,26-Stretch,25.400,100.523,2.521,-1.543
lightguide200stretch,26-Hold,25.500,100.539,2.537,-1.543
lightguide200stretch,26-Hold,25.700,100.539,2.537,-1.543
lightguide200stretch,26-Hold,25.900,100.539,2.537,-1.599
lightguide200stretch,27-Stretch,26.000,100.542,2.54,-1.543
lightguide200stretch,27-Stretch,26.200,100.581,2.579,-1.599
lightguide200stretch,27-Stretch,26.400,100.621,2.619,-1.543
lightguide200stretch,27-Hold,26.500,100.637,2.635,-1.543
lightguide200stretch,27-Hold,26.700,100.637,2.635,-1.543
lightguide200stretch,27-Hold,26.900,100.637,2.635,-1.543
lightguide200stretch,28-Stretch,27.000,100.639,2.637,-1.487
lightguide200stretch,28-Stretch,27.200,100.679,2.677,-1.487
lightguide200stretch,28-Stretch,27.400,100.719,2.717,-1.599
lightguide200stretch,28-Hold,27.500,100.734,2.732,-1.487
lightguide200stretch,28-Hold,27.700,100.734,2.732,-1.543
lightguide200stretch,28-Hold,27.900,100.734,2.732,-1.543
lightguide200stretch,29-Stretch,28.000,100.737,2.735,-1.543
lightguide200stretch,29-Stretch,28.200,100.777,2.775,-1.487
lightguide200stretch,29-Stretch,28.400,100.816,2.814,-1.543
lightguide200stretch,29-Hold,28.500,100.832,2.83,-1.487
lightguide200stretch,29-Hold,28.700,100.832,2.83,-1.543
lightguide200stretch,29-Hold,28.900,100.832,2.83,-1.599
lightguide200stretch,30-Stretch,29.000,100.835,2.833,-1.376
lightguide200stretch,30-Stretch,29.200,100.874,2.872,-1.543
lightguide200stretch,30-Stretch,29.400,100.914,2.912,-1.487
lightguide200stretch,30-Hold,29.500,100.93,2.928,-1.543
lightguide200stretch,30-Hold,29.700,100.93,2.928,-1.543
lightguide200stretch,30-Hold,29.900,100.93,2.928,-1.487
lightguide200stretch,31-Stretch,30.000,100.932,2.93,-1.432
lightguide200stretch,31-Stretch,30.200,100.972,2.97,-1.487
lightguide200stretch,31-Stretch,30.400,101.012,3.01,-1.543
lightguide200stretch,31-Hold,30.500,101.028,3.026,-1.487
lightguide200stretch,31-Hold,30.700,101.028,3.026,-1.543
lightguide200stretch,31-Hold,30.900,101.028,3.026,-1.487
lightguide200stretch,32-Stretch,31.000,101.03,3.028,-1.543
lightguide200stretch,32-Stretch,31.200,101.07,3.068,-1.487
lightguide200stretch,32-Stretch,31.400,101.109,3.107,-1.487
lightguide200stretch,32-Hold,31.500,101.125,3.123,-1.487
lightguide200stretch,32-Hold,31.700,101.125,3.123,-1.543
lightguide200stretch,32-Hold,31.900,101.125,3.123,-1.543
lightguide200stretch,33-Stretch,32.000,101.128,3.126,-1.432
lightguide200stretch,33-Stretch,32.200,101.167,3.165,-1.487
lightguide200stretch,33-Stretch,32.400,101.207,3.205,-1.487
lightguide200stretch,33-Hold,32.500,101.223,3.221,-1.487
lightguide200stretch,33-Hold,32.700,101.223,3.221,-1.432
lightguide200stretch,33-Hold,32.900,101.223,3.221,-1.543
lightguide200stretch,34-Stretch,33.000,101.226,3.224,-1.432
lightguide200stretch,34-Stretch,33.200,101.265,3.263,-1.543
lightguide200stretch,34-Stretch,33.400,101.305,3.303,-1.487
lightguide200stretch,34-Hold,33.500,101.321,3.319,-1.487
lightguide200stretch,34-Hold,33.700,101.321,3.319,-1.487
lightguide200stretch,34-Hold,33.900,101.321,3.319,-1.487
lightguide200stretch,35-Stretch,34.000,101.323,3.321,-1.432
lightguide200stretch,35-Stretch,34.200,101.363,3.361,-1.432
lightguide200stretch,35-Stretch,34.400,101.402,3.4,-1.487
lightguide200stretch,35-Hold,34.500,101.418,3.416,-1.432
lightguide200stretch,35-Hold,34.700,101.418,3.416,-1.487
lightguide200stretch,35-Hold,34.900,101.418,3.416,-1.487
lightguide200stretch,36-Stretch,35.000,101.421,3.419,-1.432
lightguide200stretch,36-Stretch,35.200,101.46,3.458,-1.487
lightguide200stretch,36-Stretch,35.400,101.5,3.498,-1.432
lightguide200stretch,36-Hold,35.500,101.516,3.514,-1.487
lightguide200stretch,36-Hold,35.700,101.516,3.514,-1.432
lightguide200stretch,36-Hold,35.900,101.516,3.514,-1.487
lightguide200stretch,37-Stretch,36.000,101.519,3.517,-1.376
lightguide200stretch,37-Stretch,36.200,101.558,3.556,-1.487
lightguide200stretch,37-Stretch,36.400,101.598,3.596,-1.487
lightguide200stretch,37-Hold,36.500,101.614,3.612,-1.487
lightguide200stretch,37-Hold,36.700,101.614,3.612,-1.487
lightguide200stretch,37-Hold,36.900,101.614,3.612,-1.432
lightguide200stretch,38-Stretch,37.000,101.616,3.614,-1.432
lightguide200stretch,38-Stretch,37.200,101.656,3.654,-1.432
lightguide200stretch,38-Stretch,37.400,101.695,3.693,-1.432
lightguide200stretch,38-Hold,37.500,101.711,3.709,-1.432
lightguide200stretch,38-Hold,37.700,101.711,3.709,-1.487
lightguide200stretch,38-Hold,37.900,101.711,3.709,-1.487
lightguide200stretch,39-Stretch,38.000,101.714,3.712,-1.376
lightguide200stretch,39-Stretch,38.200,101.754,3.752,-1.432
lightguide200stretch,39-Stretch,38.400,101.793,3.791,-1.376
lightguide200stretch,39-Hold,38.500,101.809,3.807,-1.432
lightguide200stretch,39-Hold,38.700,101.809,3.807,-1.432
lightguide200stretch,39-Hold,38.900,101.809,3.807,-1.487
lightguide200stretch,40-Stretch,39.000,101.812,3.81,-1.376
lightguide200stretch,40-Stretch,39.200,101.851,3.849,-1.432
lightguide200stretch,40-Stretch,39.400,101.891,3.889,-1.432
lightguide200stretch,40-Hold,39.500,101.907,3.905,-1.432
lightguide200stretch,40-Hold,39.700,101.907,3.905,-1.432
lightguide200stretch,40-Hold,39.900,101.907,3.905,-1.376
lightguide200stretch,41-Stretch,40.000,101.909,3.907,-1.376
lightguide200stretch,41-Stretch,40.200,101.949,3.947,-1.376
lightguide200stretch,41-Stretch,40.400,101.988,3.986,-1.432
lightguide200stretch,41-Hold,40.500,102.004,4.002,-1.376
lightguide200stretch,41-Hold,40.700,102.004,4.002,-1.432
lightguide200stretch,41-Hold,40.900,102.004,4.002,-1.376
lightguide200stretch,42-Stretch,41.000,102.007,4.005,-1.376
lightguide200stretch,42-Stretch,41.200,102.047,4.045,-1.376
lightguide200stretch,42-Stretch,41.400,102.086,4.084,-1.376
lightguide200stretch,42-Hold,41.500,102.102,4.1,-1.320
lightguide200stretch,42-Hold,41.700,102.102,4.1,-1.376
lightguide200stretch,42-Hold,41.900,102.102,4.1,-1.432
lightguide200stretch,43-Stretch,42.000,102.105,4.103,-1.209
lightguide200stretch,43-Stretch,42.200,102.144,4.142,-1.376
lightguide200stretch,43-Stretch,42.400,102.184,4.182,-1.376
lightguide200stretch,43-Hold,42.500,102.2,4.198,-1.376
lightguide200stretch,43-Hold,42.700,102.2,4.198,-1.376
lightguide200stretch,43-Hold,42.900,102.2,4.198,-1.376
lightguide200stretch,44-Stretch,43.000,102.202,4.2,-1.376
lightguide200stretch,44-Stretch,43.200,102.242,4.24,-1.320
lightguide200stretch,44-Stretch,43.400,102.282,4.28,-1.376
lightguide200stretch,44-Hold,43.500,102.297,4.295,-1.320
lightguide200stretch,44-Hold,43.700,102.297,4.295,-1.432
lightguide200stretch,44-Hold,43.900,102.297,4.295,-1.376
lightguide200stretch,45-Stretch,44.000,102.3,4.298,-1.376
lightguide200stretch,45-Stretch,44.200,102.34,4.338,-1.320
lightguide200stretch,45-Stretch,44.400,102.379,4.377,-1.320
lightguide200stretch,45-Hold,44.500,102.395,4.393,-1.320
lightguide200stretch,45-Hold,44.700,102.395,4.393,-1.320
lightguide200stretch,45-Hold,44.900,102.395,4.393,-1.376
lightguide200stretch,46-Stretch,45.000,102.398,4.396,-1.265
lightguide200stretch,46-Stretch,45.200,102.437,4.435,-1.376
lightguide200stretch,46-Stretch,45.400,102.477,4.475,-1.265
lightguide200stretch,46-Hold,45.500,102.493,4.491,-1.376
lightguide200stretch,46-Hold,45.700,102.493,4.491,-1.320
lightguide200stretch,46-Hold,45.900,102.493,4.491,-1.320
lightguide200stretch,47-Stretch,46.000,102.495,4.493,-1.265
lightguide200stretch,47-Stretch,46.200,102.535,4.533,-1.320
lightguide200stretch,47-Stretch,46.400,102.575,4.573,-1.320
lightguide200stretch,47-Hold,46.500,102.59,4.588,-1.320
lightguide200stretch,47-Hold,46.700,102.59,4.588,-1.376
lightguide200stretch,47-Hold,46.900,102.59,4.588,-1.320
lightguide200stretch,48-Stretch,47.000,102.593,4.591,-1.320
lightguide200stretch,48-Stretch,47.200,102.633,4.631,-1.320
lightguide200stretch,48-Stretch,47.400,102.672,4.67,-1.320
lightguide200stretch,48-Hold,47.500,102.688,4.686,-1.265
lightguide200stretch,48-Hold,47.700,102.688,4.686,-1.376
lightguide200stretch,48-Hold,47.900,102.688,4.686,-1.376
lightguide200stretch,49-Stretch,48.000,102.691,4.689,-1.265
lightguide200stretch,49-Stretch,48.200,102.73,4.728,-1.320
lightguide200stretch,49-Stretch,48.400,102.77,4.768,-1.265
lightguide200stretch,49-Hold,48.500,102.786,4.784,-1.320
lightguide200stretch,49-Hold,48.700,102.786,4.784,-1.265
lightguide200stretch,49-Hold,48.900,102.786,4.784,-1.376
lightguide200stretch,50-Stretch,49.000,102.788,4.786,-1.209
lightguide200stretch,50-Stretch,49.200,102.828,4.826,-1.320
lightguide200stretch,50-Stretch,49.400,102.868,4.866,-1.265
lightguide200stretch,50-Hold,49.500,102.883,4.881,-1.320
lightguide200stretch,50-Hold,49.700,102.883,4.881,-1.320
lightguide200stretch,50-Hold,49.900,102.883,4.881,-1.265
lightguide200stretch,51-Stretch,50.000,102.886,4.884,-1.265
lightguide200stretch,51-Stretch,50.200,102.926,4.924,-1.265
lightguide200stretch,51-Stretch,50.400,102.965,4.963,-1.320
lightguide200stretch,51-Hold,50.500,102.981,4.979,-1.265
lightguide200stretch,51-Hold,50.700,102.981,4.979,-1.320
lightguide200stretch,51-Hold,50.900,102.981,4.979,-1.320
lightguide200stretch,52-Stretch,51.000,102.984,4.982,-1.320
lightguide200stretch,52-Stretch,51.200,103.023,5.021,-1.265
lightguide200stretch,52-Stretch,51.400,103.063,5.061,-1.265
lightguide200stretch,52-Hold,51.500,103.079,5.077,-1.320
lightguide200stretch,52-Hold,51.700,103.079,5.077,-1.209
lightguide200stretch,52-Hold,51.900,103.079,5.077,-1.320
lightguide200stretch,53-Stretch,52.000,103.081,5.079,-1.209
lightguide200stretch,53-Stretch,52.200,103.121,5.119,-1.265
lightguide200stretch,53-Stretch,52.400,103.161,5.159,-1.265
lightguide200stretch,53-Hold,52.500,103.176,5.174,-1.265
lightguide200stretch,53-Hold,52.700,103.176,5.174,-1.320
lightguide200stretch,53-Hold,52.900,103.176,5.174,-1.209
lightguide200stretch,54-Stretch,53.000,103.179,5.177,-1.265
lightguide200stretch,54-Stretch,53.200,103.219,5.217,-1.209
lightguide200stretch,54-Stretch,53.400,103.258,5.256,-1.265
lightguide200stretch,54-Hold,53.500,103.274,5.272,-1.209
lightguide200stretch,54-Hold,53.700,103.274,5.272,-1.265
lightguide200stretch,54-Hold,53.900,103.274,5.272,-1.265
lightguide200stretch,55-Stretch,54.000,103.277,5.275,-1.209
lightguide200stretch,55-Stretch,54.200,103.316,5.314,-1.265
lightguide200stretch,55-Stretch,54.400,103.356,5.354,-1.209
lightguide200stretch,55-Hold,54.500,103.372,5.37,-1.209
lightguide200stretch,55-Hold,54.700,103.372,5.37,-1.209
lightguide200stretch,55-Hold,54.900,103.372,5.37,-1.265
lightguide200stretch,56-Stretch,55.000,103.374,5.372,-1.153
lightguide200stretch,56-Stretch,55.200,103.414,5.412,-1.265
lightguide200stretch,56-Stretch,55.400,103.454,5.452,-1.153
lightguide200stretch,56-Hold,55.500,103.47,5.468,-1.265
lightguide200stretch,56-Hold,55.700,103.47,5.468,-1.209
lightguide200stretch,56-Hold,55.900,103.47,5.468,-1.209
lightguide200stretch,57-Stretch,56.000,103.472,5.47,-1.153
lightguide200stretch,57-Stretch,56.200,103.512,5.51,-1.153
lightguide200stretch,57-Stretch,56.400,103.551,5.549,-1.209
lightguide200stretch,57-Hold,56.500,103.567,5.565,-1.153
lightguide200stretch,57-Hold,56.700,103.567,5.565,-1.265
lightguide200stretch,57-Hold,56.900,103.567,5.565,-1.209
lightguide200stretch,58-Stretch,57.000,103.57,5.568,-1.209
lightguide200stretch,58-Stretch,57.200,103.609,5.607,-1.153
lightguide200stretch,58-Stretch,57.400,103.649,5.647,-1.153
lightguide200stretch,58-Hold,57.500,103.665,5.663,-1.153
lightguide200stretch,58-Hold,57.700,103.665,5.663,-1.153
lightguide200stretch,58-Hold,57.900,103.665,5.663,-1.209
lightguide200stretch,59-Stretch,58.000,103.668,5.666,-1.153
lightguide200stretch,59-Stretch,58.200,103.707,5.705,-1.209
lightguide200stretch,59-Stretch,58.400,103.747,5.745,-1.153
lightguide200stretch,59-Hold,58.500,103.763,5.761,-1.209
lightguide200stretch,59-Hold,58.700,103.763,5.761,-1.153
lightguide200stretch,59-Hold,58.900,103.763,5.761,-1.153
lightguide200stretch,60-Stretch,59.000,103.765,5.763,-1.153
lightguide200stretch,60-Stretch,59.200,103.805,5.803,-1.153
lightguide200stretch,60-Stretch,59.400,103.844,5.842,-1.209
lightguide200stretch,60-Hold,59.500,103.86,5.858,-1.153
lightguide200stretch,60-Hold,59.700,103.86,5.858,-1.209
lightguide200stretch,60-Hold,59.900,103.86,5.858,-1.153
lightguide200stretch,61-Stretch,60.000,103.863,5.861,-1.209
lightguide200stretch,61-Stretch,60.200,103.902,5.9,-1.153
lightguide200stretch,61-Stretch,60.400,103.942,5.94,-1.153
lightguide200stretch,61-Hold,60.500,103.958,5.956,-1.153
lightguide200stretch,61-Hold,60.700,103.958,5.956,-1.153
lightguide200stretch,61-Hold,60.900,103.958,5.956,-1.209
lightguide200stretch,62-Stretch,61.000,103.961,5.959,-1.042
lightguide200stretch,62-Stretch,61.200,104,5.998,-1.209
lightguide200stretch,62-Stretch,61.400,104.04,6.038,-1.098
lightguide200stretch,62-Hold,61.500,104.056,6.054,-1.153
lightguide200stretch,62-Hold,61.700,104.056,6.054,-1.098
lightguide200stretch,62-Hold,61.900,104.056,6.054,-1.153
lightguide200stretch,63-Stretch,62.000,104.058,6.056,-1.042
lightguide200stretch,63-Stretch,62.200,104.098,6.096,-1.153
lightguide200stretch,63-Stretch,62.400,104.137,6.135,-1.153
lightguide200stretch,63-Hold,62.500,104.153,6.151,-1.153
lightguide200stretch,63-Hold,62.700,104.153,6.151,-1.153
lightguide200stretch,63-Hold,62.900,104.153,6.151,-1.098
lightguide200stretch,64-Stretch,63.000,104.156,6.154,-1.153
lightguide200stretch,64-Stretch,63.200,104.196,6.194,-1.153
lightguide200stretch,64-Stretch,63.400,104.235,6.233,-1.153
lightguide200stretch,64-Hold,63.500,104.251,6.249,-1.098
lightguide200stretch,64-Hold,63.700,104.251,6.249,-1.153
lightguide200stretch,64-Hold,63.900,104.251,6.249,-1.153
lightguide200stretch,65-Stretch,64.000,104.254,6.252,-1.153
lightguide200stretch,65-Stretch,64.200,104.293,6.291,-1.153
lightguide200stretch,65-Stretch,64.400,104.333,6.331,-1.098
lightguide200stretch,65-Hold,64.500,104.349,6.347,-1.153
lightguide200stretch,65-Hold,64.700,104.349,6.347,-1.098
lightguide200stretch,65-Hold,64.900,104.349,6.347,-1.153
lightguide200stretch,66-Stretch,65.000,104.351,6.349,-1.042
lightguide200stretch,66-Stretch,65.200,104.391,6.389,-1.153
lightguide200stretch,66-Stretch,65.400,104.43,6.428,-1.098
lightguide200stretch,66-Hold,65.500,104.446,6.444,-1.153
lightguide200stretch,66-Hold,65.700,104.446,6.444,-1.098
lightguide200stretch,66-Hold,65.900,104.446,6.444,-1.098
lightguide200stretch,67-Stretch,66.000,104.449,6.447,-1.098
lightguide200stretch,67-Stretch,66.200,104.489,6.487,-1.098
lightguide200stretch,67-Stretch,66.400,104.528,6.526,-1.098
lightguide200stretch,67-Hold,66.500,104.544,6.542,-1.042
lightguide200stretch,67-Hold,66.700,104.544,6.542,-1.098
lightguide200stretch,67-Hold,66.900,104.544,6.542,-1.153
lightguide200stretch,68-Stretch,67.000,104.547,6.545,-1.042
lightguide200stretch,68-Stretch,67.200,104.586,6.584,-1.098
lightguide200stretch,68-Stretch,67.400,104.626,6.624,-1.098
lightguide200stretch,68-Hold,67.500,104.642,6.64,-1.098
lightguide200stretch,68-Hold,67.700,104.642,6.64,-1.098
lightguide200stretch,68-Hold,67.900,104.642,6.64,-1.098
lightguide200stretch,69-Stretch,68.000,104.644,6.642,-0.986
lightguide200stretch,69-Stretch,68.200,104.684,6.682,-1.098
lightguide200stretch,69-Stretch,68.400,104.724,6.722,-1.098
lightguide200stretch,69-Hold,68.500,104.739,6.737,-1.098
lightguide200stretch,69-Hold,68.700,104.739,6.737,-1.098
lightguide200stretch,69-Hold,68.900,104.739,6.737,-1.042
lightguide200stretch,70-Stretch,69.000,104.742,6.74,-1.098
lightguide200stretch,70-Stretch,69.200,104.782,6.78,-1.042
lightguide200stretch,70-Stretch,69.400,104.821,6.819,-1.042
lightguide200stretch,70-Hold,69.500,104.837,6.835,-1.042
lightguide200stretch,70-Hold,69.700,104.837,6.835,-1.098
lightguide200stretch,70-Hold,69.900,104.837,6.835,-1.042
lightguide200stretch,71-Stretch,70.000,104.84,6.838,-1.042
lightguide200stretch,71-Stretch,70.200,104.879,6.877,-1.042
lightguide200stretch,71-Stretch,70.400,104.919,6.917,-1.042
lightguide200stretch,71-Hold,70.500,104.935,6.933,-0.986
lightguide200stretch,71-Hold,70.700,104.935,6.933,-1.042
lightguide200stretch,71-Hold,70.900,104.935,6.933,-1.098
lightguide200stretch,72-Stretch,71.000,104.937,6.935,-0.986
lightguide200stretch,72-Stretch,71.200,104.977,6.975,-1.098
